dataset,model,layer,target,subject,pearsonr,pearsonr_nc,ev,ev_nc,enc_rsa,enc_cka
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-01,0.29538979164808704,0.4644149891970759,0.06137286828646384,0.1707708829764343,0.08338258588253424,0.027582214363352137
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-02,0.21512993129024413,0.3046261203302083,-0.1691551812959893,0.02423242107821136,0.1959584177679352,0.0944135553902604
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-03,0.36044733746556895,0.46718246347268383,-0.001266602469645541,0.13243750844310617,0.23790879881775295,0.22690912428640508
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-04,0.2678842856515253,0.3581314182639678,0.01939281378520403,0.06637456459963827,0.09623848529422013,0.03158324864047687
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-05,0.2912769154571568,0.3965849335151636,0.07026060835247613,0.12269544498676055,0.20885717969563705,0.12018835169658366
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-06,0.39023534741800914,0.4743612051054044,0.13625779357818726,0.19606826134882918,0.3606227797354482,0.31482296273603766
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-07,0.3295648414473102,0.4456223311904772,0.07294898832020948,0.14252441688160608,0.2767393991902283,0.21142643102533065
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-08,0.2918750572891184,0.3687946407227293,0.02265810141696367,0.09234257931777688,0.20012213601458853,0.18153042299590513
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-09,0.2484790669742071,0.38069029487103373,0.002023497230067694,0.07360599143911227,0.0917333070064208,0.07947920190242462
EEG2,ResNet,features/layer3-0,middle_200_500ms,sub-10,0.4229921011399724,0.5469426162102986,0.10061604991216849,0.18047860974958801,0.3983897490035917,0.3115339684928078
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-01,0.021245900975213974,0.09334736969226037,-0.09620366125442732,0.002254133072226101,-0.005234406113566326,-0.008722257041263172
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-02,0.03004052810727072,0.10438803932033389,-0.5339241147533366,0.0,0.03179091765240678,0.0004740958856118549
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-03,0.07427071947420241,0.17659517910988234,-0.13408720213300254,0.012716521021102002,0.03304651459789105,0.0019275268155589894
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-04,0.048946330690630556,0.18021634132049993,-0.11556221075554361,0.016460010213923734,-0.003770176918153876,-0.00020156743411846144
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-05,0.24777513970507922,0.5662148475482605,-0.006188993425449529,0.1692410570982264,0.04350340097570218,0.05711592501988716
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-06,0.24338919662400027,0.5630501604395118,0.022102425465737194,0.19903758462104715,0.03545328967880747,0.05729008455871216
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-07,0.11553914241974853,0.3088088310471,-0.05127060697682015,0.06146545762399201,0.015341503379285752,0.013415969355031677
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-08,0.07650791156348405,0.19916825446660189,-0.2011577686212023,0.004264318748417233,-0.010973670658077646,0.003763711229200639
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-09,0.10092033671036156,0.2578738233645152,-0.08786469974904415,0.01685403155176797,0.11073396941268117,0.009811772748136995
EEG2,ResNet,features/layer3-0,late_500_800ms,sub-10,0.2071840916570574,0.46855318964391357,-0.08062905200019951,0.08062847297926047,0.13961360839275172,0.06761883827504385
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-01,0.48962796503508405,0.6708593580359669,0.21232515875748514,0.39844792078548125,0.16212811772383665,0.09179985144004266
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-02,0.44805004826089845,0.6582854839361783,0.1144118732629697,0.23843800819625166,0.33044025721036696,0.3211573495975799
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-03,0.5589455097895929,0.6791688322937471,0.2240841920619691,0.39633558196117474,0.6005775845891276,0.58394721734321
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-04,0.5253694393920151,0.6745188298379325,0.23033120044404898,0.38334219676011055,0.19899204914194232,0.1534674278289014
