dataset,model,layer,target,subject,pearsonr,pearsonr_nc,ev,ev_nc,enc_rsa,enc_cka
NSD,ResNet,features/layer3-20,OPA,subj02,0.4652314381112182,0.7774556647100215,0.23036147953258176,0.6034090112100335,0.5199592299785731,0.4393642193704995
NSD,ResNet,features/layer3-20,EBA,subj02,0.4712079723200797,0.7440969039996969,0.2460966604521699,0.5514997547722291,0.6653176652272847,0.6135427909706298
NSD,ResNet,features/layer3-25,V1v,subj02,0.5334082340209596,0.7753980223139485,0.31650758521740197,0.6049046593266418,0.5964312774543691,0.6420118658332571
NSD,ResNet,features/layer3-25,V2v,subj02,0.49279255310569503,0.7623080512897059,0.27475845388564796,0.5877473350149031,0.5890944592668111,0.6166475414421865
NSD,ResNet,features/layer3-25,V3v,subj02,0.5042921824772176,0.7840753529088914,0.28029674154073686,0.6158595148136718,0.5417227796840306,0.5896498231357099
NSD,ResNet,features/layer3-25,hV4,subj02,0.5361597815633374,0.8072676516839035,0.30668520154987,0.649790965324818,0.5319870183444145,0.5650249008778888
NSD,ResNet,features/layer3-25,FFA-1,subj02,0.4671390847850581,0.7622878604157592,0.23956668226451225,0.5803303746140607,0.5941208831586293,0.5762897660456962
NSD,ResNet,features/layer3-25,VWFA-1,subj02,0.43541955577001884,0.7326103147561355,0.20561802846114613,0.5347656221583768,0.571486170116112,0.48699372075014097
NSD,ResNet,features/layer3-25,PPA,subj02,0.5212908102873379,0.8573548913536387,0.291845188745972,0.7365371031412588,0.5760494228390473,0.6329417990541701
NSD,ResNet,features/layer3-25,OPA,subj02,0.4694382427612823,0.7847065155749328,0.23438689106741717,0.6149026978037547,0.5277766103491547,0.4476944496276614
NSD,ResNet,features/layer3-25,EBA,subj02,0.4778704992763459,0.7549430903298117,0.2532244695628941,0.568814493791148,0.6818128147145711,0.6258722238418362
NSD,ResNet,features/layer3-30,V1v,subj02,0.5280175839140036,0.7673830140533277,0.3101872393670518,0.5927994084924448,0.5856461670785564,0.6361041064108286
NSD,ResNet,features/layer3-30,V2v,subj02,0.48714361197883776,0.7531252842174252,0.2683340822511749,0.5732965770948124,0.5813007079432373,0.6104664663627078
NSD,ResNet,features/layer3-30,V3v,subj02,0.5002901610803863,0.7780867958216806,0.2752868017184978,0.6057003162041386,0.5349216099886457,0.5825072620006939
NSD,ResNet,features/layer3-30,hV4,subj02,0.5327178735035696,0.8023554763848074,0.3021914674269256,0.6412093159450261,0.5247687418842238,0.5572711769505735
NSD,ResNet,features/layer3-30,FFA-1,subj02,0.4673303015304995,0.7627479347130549,0.23920512080607206,0.5802116653559742,0.5988935647265459,0.5768451791992293
NSD,ResNet,features/layer3-30,VWFA-1,subj02,0.43691200112007905,0.7354701549857048,0.20651928467158503,0.5384778472026828,0.577443570202661,0.48742603960780667
NSD,ResNet,features/layer3-30,PPA,subj02,0.5223247704146329,0.859084766387036,0.29269699927084003,0.7391120038470368,0.5773410788616916,0.6342709020194189
NSD,ResNet,features/layer3-30,OPA,subj02,0.468513908414547,0.7834677552549032,0.2330951353877971,0.6124675921736569,0.5293498488246933,0.444794702402287
NSD,ResNet,features/layer3-30,EBA,subj02,0.4798051236638028,0.7579657820829315,0.2551381021009648,0.5733450473195869,0.6893812937837496,0.6325443830016199
NSD,ResNet,features/layer3-5,V1v,subj02,0.559792314425968,0.8140667906586032,0.3470287302130614,0.6624865761425028,0.634854311125184,0.6618201888271058
NSD,ResNet,features/layer3-5,V2v,subj02,0.5052893596233985,0.7830871516681566,0.287275921229209,0.6168390694584659,0.5938320819102646,0.6141698494568034
NSD,ResNet,features/layer3-5,V3v,subj02,0.5072322362887526,0.7881100249117364,0.28423583676028114,0.6215171329465448,0.5436298082216652,0.5837149322033184
NSD,ResNet,features/layer3-5,hV4,subj02,0.52117377649365,0.7839531744552347,0.2909581176044772,0.6133250469085814,0.5073291918494912,0.5330835570915652
NSD,ResNet,features/layer3-5,FFA-1,subj02,0.42437045418626645,0.6937843587506514,0.1951030415027294,0.47577110250491106,0.45913870956863967,0.46538381295052744
NSD,ResNet,features/layer3-5,VWFA-1,subj02,0.3824057941289707,0.6428946455264449,0.15724995773397857,0.405473347858697,0.43259198107611857,0.38680010697384504
NSD,ResNet,features/layer3-5,PPA,subj02,0.4820988917704605,0.7897929334654634,0.25106770612218404,0.6252655765647228,0.5188193038978187,0.5625128549832565
NSD,ResNet,features/layer3-5,OPA,subj02,0.41973850934315265,0.6998505051428849,0.1886681490757779,0.4896611772017196,0.4602725470242723,0.3595400647955593
NSD,ResNet,features/layer3-5,EBA,subj02,0.4171552102577208,0.6576107191890186,0.19127292070105964,0.4255511898123248,0.5154320417737389,0.49501591821030544
